iter	Passed	Remaining
1664	80102	208553
1665	80149	208503
1666	80182	208415
1667	80235	208380
1668	80280	208325
1669	80337	208299
1670	80379	208235
1671	80424	208179
1672	80474	208137
1673	80525	208097
1674	80576	208054
1675	80631	208025
1676	80686	207994
1677	80746	207977
1678	80797	207936
1679	80846	207890
1680	80891	207834
1681	80944	207799
1682	80994	207757
1683	81036	207693
1684	81080	207632
1685	81128	207583
1686	81167	207513
1687	81213	207460
1688	81258	207403
1689	81300	207340
1690	81342	207275
1691	81392	207232
1692	81442	207190
1693	81491	207143
1694	81530	207073
1695	81579	207026
1696	81621	206964
1697	81661	206894
1698	81708	206843
1699	81746	206769
1700	81800	206738
1701	81852	206699
1702	81891	206627
1703	81940	206582
1704	81992	206544
1705	82042	206501
1706	82094	206462
1707	82139	206406
1708	82174	206326
1709	82227	206291
1710	82269	206227
1711	82327	206203
1712	82378	206161
1713	82424	206108
1714	82475	206069
1715	82526	206028
1716	82576	205983
1717	82622	205932
1718	82659	205854
1719	82715	205826
1720	82761	205773
1721	82810	205726
1722	82858	205679
1723	82910	205640
1724	82962	205603
1725	83015	205566
1726	83069	205532
1727	83111	205468
1728	83162	205429
1729	83204	205365
1730	83263	205344
1731	83313	205300
1732	83362	205255
1733	83403	205190
1734	83453	205146
1735	83506	205109
1736	83549	205049
1737	83594	204995
1738	83649	204961
1739	83697	204913
1740	83745	204865
1741	83786	204800
1742	83825	204730
1743	83865	204663
1744	83919	204629
1745	83963	204569
1746	84016	204535
1747	84072	204504
1748	84113	204440
1749	84157	204381
1750	84213	204352
1751	84262	204307
1752	84309	204256
1753	84352	204196
1754	84410	204171
1755	84454	204114
1756	84508	204079
1757	84601	204139
1758	84637	204062
1759	84674	203989
1760	84712	203916
1761	84760	203868
1762	84804	203809
1763	84853	203762
1764	84906	203726
1765	84952	203675
1766	85001	203628
1767	85046	203571
1768	85096	203528
1769	85142	203475
1770	85191	203430
1771	85240	203384
1772	85292	203345
1773	85336	203287
1774	85383	203236
1775	85439	203206
1776	85484	203151
1777	85530	203099
1778	85584	203065
1779	85626	203003
1780	85660	202921
1781	85711	202878
1782	85770	202856
1783	85821	202816
1784	85871	202772
1785	85922	202730
1786	85980	202706
1787	86024	202648
1788	86074	202605
1789	86128	202570
1790	86176	202522
1791	86217	202456
1792	86257	202389
1793	86312	202357
1794	86353	202293
1795	86405	202253
1796	86444	202184
1797	86494	202140
1798	86542	202092
1799	86595	202055
1800	86641	202003
1801	86685	201946
1802	86735	201901
1803	86794	201878
1804	86843	201832
1805	86896	201796
1806	86933	201723
1807	86984	201680
1808	87038	201645
1809	87081	201585
1810	87132	201545
1811	87173	201479
1812	87231	201454
1813	87277	201401
1814	87326	201356
1815	87361	201278
1816	87398	201204
1817	87434	201128
1818	87493	201105
1819	87545	201065
1820	87602	201038
1821	87644	200977
1822	87699	200942
1823	87745	200891
1824	87797	200851
1825	87848	200809
1826	87894	200757
1827	87948	200723
1828	87996	200674
1829	88052	200644
1830	88102	200600
1831	88149	200550
1832	88194	200495
1833	88246	200455
1834	88296	200411
1835	88345	200366
1836	88395	200320
1837	88441	200269
1838	88496	200235
1839	88544	200188
1840	88599	200154
1841	88657	200129
1842	88699	200067
1843	88747	200019
1844	88793	199965
1845	88844	199923
1846	88887	199863
1847	88932	199810
1848	88985	199772
1849	89029	199714
1850	89085	199684
1851	89145	199662
1852	89195	199618
1853	89243	199571
1854	89290	199519
1855	89336	199466
1856	89385	199420
1857	89431	199367
1858	89477	199314
1859	89529	199275
1860	89566	199201
1861	89621	199168
1862	89668	199119
1863	89716	199070
1864	89784	199065
1865	89859	199076
1866	89903	199020
1867	89947	198963
1868	89987	198896
1869	90033	198844
1870	90077	198787
1871	90135	198761
1872	90181	198707
1873	90234	198669
1874	90281	198620
1875	90327	198566
1876	90364	198493
1877	90410	198441
1878	90429	198328
1879	90465	198253
1880	90518	198216
1881	90551	198136
1882	90604	198098
1883	90649	198043
1884	90700	198000
1885	90752	197962
1886	90802	197917
1887	90858	197885
1888	90908	197842
1889	90959	197801
1890	91015	197769
1891	91064	197724
1892	91111	197672
1893	91158	197623
1894	91213	197588
1895	91254	197526
1896	91293	197457
1897	91343	197413
1898	91396	197376
1899	91455	197351
1900	91514	197325
1901	91564	197282
1902	91620	197250
1903	91666	197199
1904	91716	197154
1905	91766	197109
1906	91818	197071
1907	91866	197022
1908	91913	196971
1909	91960	196921
1910	92020	196898
1911	92066	196845
1912	92121	196812
1913	92160	196743
1914	92210	196699
1915	92261	196656
1916	92306	196603
1917	92359	196565
1918	92404	196509
1919	92458	196473
1920	92500	196413
1921	92545	196358
1922	92599	196323
1923	92652	196285
1924	92692	196220
1925	92738	196166
1926	92787	196119
1927	92838	196077
1928	92882	196021
1929	92936	195984
1930	92986	195941
1931	93037	195898
1932	93085	195850
1933	93136	195808
1934	93180	195751
1935	93227	195701
1936	93278	195658
1937	93312	195580
1938	93359	195529
1939	93400	195467
1940	93449	195420
1941	93495	195367
1942	93537	195307
1943	93578	195244
1944	93619	195181
1945	93664	195125
1946	93715	195084
1947	93781	195074
1948	93864	195098
1949	93911	195046
1950	93954	194988
1951	93999	194933
1952	94052	194894
1953	94104	194855
1954	94150	194802
1955	94199	194755
1956	94252	194718
1957	94302	194672
1958	94353	194630
1959	94403	194587
1960	94454	194545
1961	94503	194498
1962	94551	194449
1963	94590	194381
1964	94634	194326
1965	94680	194274
1966	94726	194220
1967	94759	194141
1968	94804	194086
1969	94840	194013
1970	94893	193975
1971	94943	193930
1972	94993	193886
1973	95036	193827
1974	95080	193772
1975	95126	193718
1976	95176	193675
1977	95217	193612
1978	95241	193514
1979	95291	193471
1980	95344	193431
1981	95401	193402
1982	95444	193344
1983	95488	193286
1984	95541	193249
1985	95580	193182
1986	95628	193134
1987	95667	193066
1988	95705	192997
1989	95752	192949
1990	95799	192897
1991	95850	192855
1992	95906	192822
1993	95950	192767
1994	96005	192732
1995	96051	192680
1996	96106	192645
1997	96141	192571
1998	96189	192523
1999	96243	192486
2000	96289	192434
2001	96339	192390
2002	96384	192336
2003	96430	192282
2004	96483	192244
2005	96523	192180
2006	96573	192135
2007	96622	192090
2008	96678	192057
2009	96725	192006
2010	96783	191978
2011	96832	191931
2012	96875	191874
2013	96922	191823
2014	96972	191778
2015	97022	191735
2016	97074	191693
2017	97120	191641
2018	97167	191591
2019	97213	191538
2020	97255	191478
2021	97302	191427
2022	97349	191378
2023	97391	191318
2024	97448	191287
2025	97501	191248
2026	97554	191211
2027	97615	191188
2028	97673	191158
2029	97712	191092
2030	97763	191049
2031	97811	191002
2032	97855	190945
2033	97908	190907
2034	97961	190869
2035	98004	190811
2036	98053	190763
2037	98094	190700
2038	98135	190640
2039	98178	190581
2040	98215	190511
2041	98261	190459
2042	98304	190401
2043	98351	190351
2044	98397	190298
2045	98439	190240
2046	98486	190189
2047	98524	190121
2048	98556	190041
2049	98594	189974
2050	98637	189917
2051	98686	189869
2052	98707	189770
2053	98752	189715
2054	98809	189685
2055	98853	189628
2056	98897	189573
2057	98937	189509
2058	98981	189453
2059	99022	189392
2060	99076	189355
2061	99127	189312
2062	99179	189272
2063	99220	189212
2064	99279	189184
2065	99331	189143
2066	99375	189087
2067	99423	189039
2068	99472	188993
2069	99520	188945
2070	99572	188904
2071	99624	188863
2072	99682	188833
2073	99723	188773
2074	99773	188728
2075	99827	188690
2076	99867	188628
2077	99920	188588
2078	99967	188538
2079	100025	188510
2080	100077	188468
2081	100136	188440
2082	100190	188404
2083	100236	188352
2084	100273	188283
2085	100318	188229
2086	100361	188171
2087	100402	188109
2088	100449	188059
2089	100495	188008
2090	100547	187966
2091	100593	187915
2092	100649	187882
2093	100701	187841
2094	100755	187805
2095	100812	187773
2096	100862	187728
2097	100914	187688
2098	100956	187628
2099	101001	187575
2100	101057	187540
2101	101106	187494
2102	101163	187463
2103	101214	187420
2104	101260	187367
2105	101305	187314
2106	101346	187252
2107	101400	187216
2108	101449	187170
2109	101499	187124
2110	101546	187074
2111	101597	187032
2112	101641	186976
2113	101693	186934
2114	101741	186886
2115	101785	186831
2116	101838	186792
2117	101887	186745
2118	101941	186708
2119	101988	186657
2120	102042	186620
2121	102091	186574
2122	102140	186527
2123	102200	186501
2124	102247	186450
2125	102287	186388
2126	102341	186351
2127	102390	186303
2128	102436	186251
2129	102487	186208
2130	102528	186148
2131	102576	186100
2132	102622	186048
2133	102667	185994
2134	102709	185935
2135	102751	185877
2136	102797	185823
2137	102843	185773
2138	102890	185721
2139	102940	185677
2140	102982	185618
2141	103034	185577
2142	103082	185528
2143	103133	185485
2144	103174	185425
2145	103233	185396
2146	103290	185365
2147	103345	185328
2148	103393	185281
2149	103437	185226
2150	103487	185181
2151	103536	185134
2152	103572	185065
2153	103617	185010
2154	103659	184952
2155	103703	184895
2156	103748	184841
2157	103794	184791
2158	103843	184743
2159	103881	184677
2160	103928	184628
2161	103964	184559
2162	104009	184505
2163	104042	184429
2164	104089	184379
2165	104126	184313
2166	104170	184257
2167	104211	184196
2168	104262	184154
2169	104324	184130
2170	104371	184079
2171	104417	184028
2172	104450	183953
2173	104504	183916
2174	104551	183866
2175	104602	183823
2176	104651	183777
2177	104701	183731
2178	104750	183686
2179	104796	183633
2180	104848	183592
2181	104892	183537
2182	104938	183485
2183	104980	183427
2184	105022	183368
2185	105062	183306
2186	105138	183308
2187	105184	183255
2188	105226	183196
2189	105276	183151
2190	105327	183108
2191	105372	183056
2192	105427	183020
2193	105472	182965
2194	105526	182927
2195	105565	182864
2196	105618	182825
2197	105671	182785
2198	105707	182716
2199	105752	182663
2200	105796	182607
2201	105841	182554
2202	105893	182513
2203	105940	182464
2204	105988	182415
2205	106039	182373
2206	106079	182311
2207	106111	182234
2208	106161	182189
2209	106210	182144
2210	106266	182109
2211	106315	182062
2212	106355	182000
2213	106396	181940
2214	106448	181900
2215	106501	181860
2216	106550	181813
2217	106598	181766
2218	106653	181728
2219	106696	181672
2220	106743	181621
2221	106781	181557
2222	106828	181507
2223	106882	181470
2224	106936	181431
2225	106984	181382
2226	107025	181324
2227	107081	181288
2228	107134	181249
2229	107185	181206
2230	107229	181151
2231	107288	181121
2232	107333	181068
2233	107388	181031
2234	107443	180995
2235	107499	180960
2236	107535	180892
2237	107576	180831
2238	107622	180780
2239	107670	180732
2240	107718	180683
2241	107762	180630
2242	107810	180580
2243	107867	180548
2244	107917	180503
2245	107975	180471
2246	108030	180435
2247	108077	180385
2248	108122	180332
2249	108170	180284
2250	108219	180238
2251	108272	180197
2252	108315	180140
2253	108359	180086
2254	108411	180044
2255	108450	179981
2256	108502	179940
2257	108554	179898
2258	108598	179843
2259	108645	179794
2260	108695	179749
2261	108746	179704
2262	108795	179658
2263	108842	179608
2264	108883	179549
2265	108927	179494
2266	108978	179451
2267	109032	179413
2268	109079	179362
2269	109130	179320
2270	109184	179281
2271	109228	179226
2272	109287	179196
2273	109334	179147
2274	109386	179106
2275	109441	179068
2276	109486	179014
2277	109533	178966
2278	109579	178914
2279	109634	178876
2280	109686	178835
2281	109735	178789
2282	109789	178751
2283	109850	178723
2284	109892	178665
2285	109939	178614
2286	109984	178562
2287	110036	178521
2288	110081	178467
2289	110134	178427
2290	110183	178381
2291	110240	178347
2292	110284	178292
2293	110338	178254
2294	110376	178189
2295	110435	178158
2296	110485	178113
2297	110535	178069
2298	110587	178027
2299	110641	177988
2300	110690	177942
2301	110732	177883
2302	110777	177830
2303	110817	177769
2304	110849	177696
2305	110903	177656
2306	110955	177615
2307	110997	177557
2308	111035	177492
2309	111077	177436
2310	111136	177405
2311	111181	177351
2312	111228	177302
2313	111273	177249
2314	111316	177192
2315	111362	177141
2316	111411	177095
2317	111451	177034
2318	111504	176994
2319	111544	176932
2320	111594	176887
2321	111646	176845
2322	111694	176796
2323	111745	176754
2324	111793	176705
2325	111839	176654
2326	111890	176611
2327	111947	176577
2328	111992	176524
2329	112016	176438
2330	112065	176390
2331	112118	176350
2332	112166	176302
2333	112213	176253
2334	112272	176222
2335	112322	176177
2336	112378	176141
2337	112420	176083
2338	112467	176034
2339	112524	175999
2340	112601	175997
2341	112642	175936
2342	112685	175881
2343	112728	175826
2344	112770	175767
2345	112814	175714
2346	112853	175652
2347	112901	175603
2348	112942	175544
2349	113002	175514
2350	113049	175465
2351	113098	175418
2352	113144	175366
2353	113190	175314
2354	113245	175277
2355	113284	175216
2356	113331	175166
2357	113382	175122
2358	113436	175084
2359	113471	175015
2360	113509	174951
2361	113550	174892
2362	113600	174846
2363	113647	174798
2364	113683	174731
2365	113726	174675
2366	113771	174621
2367	113828	174588
2368	113877	174541
2369	113919	174484
2370	113978	174452
2371	114021	174397
2372	114072	174353
2373	114125	174313
2374	114175	174268
2375	114221	174216
2376	114274	174176
2377	114321	174125
2378	114370	174080
2379	114404	174010
2380	114438	173941
2381	114485	173890
2382	114542	173857
2383	114587	173803
2384	114636	173757
2385	114703	173737
2386	114753	173693
2387	114806	173652
2388	114850	173598
2389	114888	173535
2390	114941	173494
2391	114999	173461
2392	115054	173423
2393	115105	173378
2394	115158	173338
2395	115196	173276
2396	115239	173219
2397	115281	173163
2398	115312	173089
2399	115361	173041
2400	115417	173006
2401	115465	172957
2402	115523	172924
2403	115574	172881
2404	115622	172832
2405	115662	172772
2406	115708	172722
2407	115759	172678
2408	115806	172628
2409	115856	172583
2410	115916	172552
2411	115977	172523
2412	116015	172460
2413	116068	172420
2414	116117	172372
2415	116163	172321
2416	116205	172264
2417	116244	172203
2418	116288	172148
2419	116350	172122
2420	116399	172074
2421	116439	172015
2422	116485	171963
2423	116515	171889
2424	116563	171840
2425	116620	171805
2426	116666	171754
2427	116717	171711
2428	116772	171673
2429	116824	171631
2430	116883	171599
2431	116940	171563
2432	116987	171514
2433	117049	171486
2434	117100	171443
2435	117150	171398
2436	117198	171348
2437	117238	171289
2438	117285	171240
2439	117337	171196
2440	117385	171148
2441	117444	171116
2442	117489	171064
2443	117541	171022
2444	117590	170974
2445	117636	170924
2446	117683	170874
2447	117737	170834
2448	117788	170791
2449	117847	170757
2450	117904	170723
2451	117955	170679
2452	118004	170632
2453	118049	170580
2454	118096	170530
2455	118143	170480
2456	118192	170433
2457	118246	170393
2458	118296	170349
2459	118347	170304
2460	118400	170264
2461	118451	170219
2462	118499	170171
2463	118549	170126
2464	118598	170079
2465	118637	170017
2466	118685	169969
2467	118734	169923
2468	118776	169866
2469	118823	169816
2470	118869	169764
2471	118913	169711
2472	118967	169671
2473	119010	169616
2474	119065	169577
2475	119108	169522
2476	119160	169480
2477	119195	169413
2478	119241	169362
2479	119283	169305
2480	119319	169240
2481	119360	169182
2482	119405	169129
2483	119443	169067
2484	119494	169023
2485	119537	168968
2486	119591	168928
2487	119647	168892
2488	119693	168840
2489	119748	168802
2490	119803	168764
2491	119851	168715
2492	119902	168671
2493	119949	168621
2494	120002	168581
2495	120061	168547
2496	120105	168493
2497	120160	168455
2498	120209	168409
2499	120260	168364
2500	120303	168310
2501	120349	168257
2502	120386	168195
2503	120441	168156
2504	120486	168103
2505	120541	168065
2506	120594	168024
2507	120637	167969
2508	120689	167926
2509	120734	167873
2510	120783	167827
2511	120829	167776
2512	120884	167737
2513	120931	167688
2514	120980	167641
2515	121031	167596
2516	121080	167549
2517	121130	167504
2518	121190	167473
2519	121230	167413
2520	121277	167363
2521	121317	167304
2522	121362	167252
2523	121413	167207
2524	121459	167156
2525	121501	167101
2526	121555	167060
2527	121614	167027
2528	121666	166985
2529	121715	166937
2530	121761	166886
2531	121811	166841
2532	121860	166793
2533	121907	166744
2534	121949	166688
2535	121998	166640
2536	122044	166590
2537	122080	166525
2538	122135	166486
2539	122179	166432
2540	122226	166384
2541	122271	166332
2542	122319	166283
2543	122365	166232
2544	122416	166188
2545	122466	166142
2546	122514	166094
2547	122560	166043
2548	122612	166000
2549	122665	165959
2550	122708	165904
2551	122758	165858
2552	122804	165807
2553	122847	165752
2554	122899	165709
2555	122947	165662
2556	122988	165604
2557	123021	165535
2558	123073	165492
2559	123124	165448
2560	123173	165401
2561	123223	165356
2562	123281	165321
2563	123336	165282
2564	123383	165232
2565	123427	165178
2566	123471	165125
2567	123516	165073
2568	123558	165016
2569	123612	164976
2570	123664	164934
2571	123722	164899
2572	123780	164863
2573	123825	164812
2574	123872	164762
2575	123919	164712
2576	123977	164677
2577	124019	164622
2578	124075	164584
2579	124131	164546
2580	124192	164514
2581	124241	164468
2582	124297	164430
2583	124338	164372
2584	124376	164311
2585	124415	164251
2586	124466	164206
2587	124507	164149
2588	124558	164105
2589	124599	164048
2590	124639	163989
2591	124685	163938
2592	124737	163894
2593	124780	163840
2594	124823	163785
2595	124873	163739
2596	124914	163683
2597	124947	163615
2598	125004	163578
2599	125067	163549
2600	125138	163531
2601	125188	163485
2602	125244	163447
2603	125292	163399
2604	125343	163355
2605	125389	163304
2606	125443	163264
2607	125493	163218
2608	125541	163170
2609	125591	163124
2610	125636	163071
2611	125677	163015
2612	125728	162970
2613	125787	162936
2614	125836	162889
2615	125873	162827
2616	125923	162781
2617	125972	162733
2618	126020	162686
2619	126069	162638
2620	126123	162599
2621	126158	162534
2622	126205	162484
2623	126251	162433
2624	126297	162382
2625	126349	162339
2626	126392	162285
2627	126430	162223
2628	126471	162166
2629	126518	162116
2630	126569	162072
2631	126621	162028
2632	126669	161981
2633	126711	161925
2634	126767	161887
2635	126819	161844
2636	126870	161799
2637	126913	161745
2638	126964	161700
2639	127007	161645
2640	127052	161593
2641	127107	161554
2642	127155	161505
2643	127210	161466
2644	127253	161412
2645	127304	161367
2646	127364	161334
2647	127415	161290
2648	127466	161245
2649	127503	161183
2650	127551	161135
2651	127601	161089
2652	127641	161030
2653	127685	160977
2654	127735	160931
2655	127774	160872
2656	127815	160815
2657	127862	160766
2658	127918	160727
2659	127965	160678
2660	128011	160627
2661	128063	160583
2662	128108	160532
2663	128165	160495
2664	128218	160453
2665	128265	160403
2666	128306	160347
2667	128350	160293
2668	128401	160248
2669	128447	160198
2670	128498	160153
2671	128544	160103
2672	128590	160052
2673	128631	159995
2674	128684	159953
2675	128737	159911
2676	128781	159858
2677	128827	159808
2678	128873	159756
2679	128924	159712
2680	128967	159657
2681	129010	159603
2682	129061	159558
2683	129107	159507
2684	129157	159462
2685	129201	159409
2686	129245	159356
2687	129296	159311
2688	129331	159247
2689	129380	159200
2690	129422	159145
2691	129484	159113
2692	129529	159061
2693	129571	159005
2694	129625	158965
2695	129674	158918
2696	129728	158877
2697	129783	158838
2698	129832	158790
2699	129876	158738
2700	129924	158689
2701	129971	158640
2702	130015	158587
2703	130062	158538
2704	130111	158490
2705	130163	158447
2706	130222	158412
2707	130276	158371
2708	130318	158315
2709	130370	158272
2710	130413	158218
2711	130462	158171
2712	130514	158127
2713	130556	158072
2714	130606	158026
2715	130661	157987
2716	130701	157929
2717	130758	157892
2718	130796	157831
2719	130848	157787
2720	130899	157743
2721	130951	157699
2722	131001	157654
2723	131061	157619
2724	131109	157572
2725	131168	157536
2726	131210	157481
2727	131257	157432
2728	131304	157382
2729	131338	157317
2730	131394	157278
2731	131446	157235
2732	131500	157193
2733	131552	157150
2734	131597	157099
2735	131647	157053
2736	131689	156997
2737	131742	156955
2738	131782	156897
2739	131831	156850
2740	131885	156809
2741	131952	156784
2742	132006	156743
2743	132060	156701
2744	132111	156656
2745	132164	156614
2746	132224	156580
2747	132274	156534
2748	132327	156491
2749	132378	156447
2750	132432	156405
2751	132477	156354
2752	132530	156311
2753	132577	156261
2754	132632	156221
2755	132681	156174
2756	132734	156133
2757	132784	156086
2758	132842	156049
2759	132893	156005
2760	132935	155949
2761	132991	155911
2762	133048	155873
2763	133106	155836
2764	133152	155785
2765	133194	155730
2766	133237	155676
2767	133282	155625
2768	133324	155568
2769	133374	155523
2770	133423	155476
2771	133475	155432
2772	133525	155386
2773	133577	155343
2774	133636	155307
2775	133681	155256
2776	133717	155193
2777	133762	155141
2778	133817	155101
2779	133863	155050
2780	133910	155000
2781	133962	154957
2782	134011	154910
2783	134063	154866
2784	134108	154814
2785	134151	154760
2786	134207	154720
2787	134265	154685
2788	134317	154641
2789	134358	154584
2790	134401	154530
2791	134450	154483
2792	134488	154423
2793	134541	154381
2794	134591	154334
2795	134642	154289
2796	134686	154236
2797	134733	154188
2798	134782	154140
2799	134868	154135
2800	134924	154095
2801	134969	154044
2802	135011	153988
2803	135052	153933
2804	135096	153879
2805	135137	153823
2806	135185	153775
2807	135238	153733
2808	135316	153718
2809	135374	153681
2810	135409	153618
2811	135467	153580
2812	135514	153532
2813	135561	153482
2814	135604	153428
2815	135647	153374
2816	135696	153326
2817	135743	153277
2818	135799	153238
2819	135839	153181
2820	135883	153127
2821	135940	153089
2822	135978	153030
2823	136035	152991
2824	136079	152938
2825	136133	152897
2826	136188	152857
2827	136229	152800
2828	136272	152746
2829	136313	152690
2830	136354	152633
2831	136396	152579
2832	136443	152529
2833	136493	152483
2834	136548	152443
2835	136594	152392
2836	136645	152347
2837	136683	152288
2838	136726	152234
2839	136772	152183
2840	136829	152145
2841	136877	152097
2842	136923	152046
2843	136975	152002
2844	137010	151939
2845	137053	151885
2846	137099	151834
2847	137143	151782
2848	137192	151735
2849	137255	151703
2850	137301	151653
2851	137357	151613
2852	137404	151564
2853	137445	151507
2854	137494	151460
2855	137540	151409
2856	137595	151369
2857	137635	151312
2858	137687	151268
2859	137731	151215
2860	137767	151154
2861	137817	151108
2862	137868	151062
2863	137920	151018
2864	137973	150975
2865	138024	150931
2866	138071	150881
2867	138122	150837
2868	138179	150798
2869	138234	150756
2870	138279	150706
2871	138330	150661
2872	138390	150625
2873	138440	150579
2874	138499	150542
2875	138550	150498
2876	138594	150444
2877	138643	150397
2878	138687	150344
2879	138739	150300
2880	138796	150262
2881	138857	150228
2882	138911	150185
2883	138971	150150
2884	139023	150106
2885	139068	150055
2886	139121	150011
2887	139174	149969
2888	139230	149929
2889	139281	149884
2890	139334	149841
2891	139386	149796
2892	139440	149755
2893	139487	149705
2894	139534	149656
2895	139588	149614
2896	139639	149569
2897	139696	149529
2898	139749	149487
2899	139805	149447
2900	139857	149403
2901	139896	149344
2902	139950	149303
2903	139999	149255
2904	140042	149202
2905	140096	149159
2906	140133	149100
2907	140188	149058
2908	140233	149007
2909	140285	148962
2910	140332	148913
2911	140379	148864
2912	140423	148811
2913	140471	148762
2914	140520	148715
2915	140574	148673
2916	140628	148630
2917	140674	148580
2918	140724	148534
2919	140770	148484
2920	140809	148425
2921	140865	148385
2922	140918	148343
2923	140964	148292
2924	141014	148246
2925	141066	148201
2926	141117	148156
2927	141172	148114
2928	141222	148069
2929	141267	148017
2930	141319	147973
2931	141361	147918
2932	141417	147878
2933	141462	147827
2934	141503	147770
2935	141549	147720
2936	141609	147684
2937	141659	147638
2938	141703	147585
2939	141749	147535
2940	141797	147487
2941	141842	147435
2942	141877	147373
2943	141928	147327
2944	141971	147274
2945	142020	147226
2946	142075	147186
2947	142124	147138
2948	142178	147096
2949	142226	147047
2950	142270	146994
2951	142320	146948
2952	142367	146899
2953	142419	146854
2954	142465	146805
2955	142506	146748
2956	142552	146697
2957	142600	146650
2958	142647	146600
2959	142692	146549
2960	142741	146501
2961	142798	146462
2962	142851	146418
2963	142902	146373
2964	142949	146323
2965	143002	146281
2966	143056	146239
2967	143114	146200
2968	143167	146157
2969	143223	146116
2970	143274	146071
2971	143324	146025
2972	143379	145983
2973	143423	145931
2974	143474	145885
2975	143527	145841
2976	143581	145799
2977	143624	145747
2978	143689	145715
2979	143742	145671
2980	143787	145620
2981	143834	145570
2982	143869	145509
2983	143926	145469
2984	143953	145399
2985	144026	145376
2986	144097	145351
2987	144145	145303
2988	144201	145262
2989	144247	145212
2990	144303	145172
2991	144347	145119
2992	144394	145070
2993	144436	145015
2994	144483	144966
2995	144533	144919
2996	144579	144868
2997	144628	144821
2998	144668	144764
2999	144725	144725
3000	144776	144679
3001	144822	144629
3002	144859	144570
3003	144897	144511
3004	144948	144465
3005	144996	144417
3006	145055	144379
3007	145114	144342
3008	145157	144288
3009	145200	144236
3010	145246	144185
3011	145299	144141
3012	145349	144095
3013	145400	144050
3014	145453	144006
3015	145499	143956
3016	145550	143910
3017	145590	143853
3018	145640	143807
3019	145691	143762
3020	145734	143708
3021	145779	143656
3022	145829	143610
3023	145875	143559
3024	145923	143511
3025	145971	143462
3026	146023	143418
3027	146066	143364
3028	146109	143311
3029	146172	143278
3030	146224	143233
3031	146280	143192
3032	146331	143147
3033	146387	143106
3034	146436	143058
3035	146483	143009
3036	146535	142965
3037	146581	142914
3038	146638	142874
3039	146684	142824
3040	146724	142767
3041	146772	142719
3042	146828	142678
3043	146874	142628
3044	146929	142586
3045	146976	142537
3046	147021	142486
3047	147075	142442
3048	147121	142392
3049	147161	142336
3050	147212	142290
3051	147261	142243
3052	147306	142191
3053	147357	142146
3054	147397	142090
3055	147449	142045
3056	147492	141991
3057	147531	141935
3058	147578	141885
3059	147627	141837
3060	147677	141791
3061	147730	141747
3062	147779	141700
3063	147820	141645
3064	147881	141609
3065	147933	141564
3066	147976	141510
3067	148014	141453
3068	148061	141404
3069	148111	141356
3070	148163	141312
3071	148209	141262
3072	148247	141203
3073	148281	141142
3074	148331	141096
3075	148380	141048
3076	148430	141001
3077	148479	140954
3078	148528	140906
3079	148576	140858
3080	148620	140806
3081	148675	140764
3082	148720	140712
3083	148765	140661
3084	148811	140611
3085	148863	140566
3086	148904	140511
3087	148950	140460
3088	149004	140418
3089	149056	140373
3090	149102	140323
3091	149156	140280
3092	149214	140241
3093	149267	140197
3094	149313	140146
3095	149371	140107
3096	149421	140061
3097	149469	140012
3098	149514	139962
3099	149564	139915
3100	149616	139870
3101	149670	139827
3102	149721	139781
3103	149779	139743
3104	149830	139696
3105	149886	139655
3106	149932	139605
3107	149978	139555
3108	150029	139509
3109	150076	139460
3110	150131	139418
3111	150180	139370
3112	150228	139322
3113	150280	139277
3114	150338	139237
3115	150383	139186
3116	150428	139135
3117	150477	139088
3118	150525	139039
3119	150569	138986
3120	150618	138939
3121	150675	138899
3122	150724	138852
3123	150778	138809
3124	150833	138766
3125	150875	138712
3126	150924	138665
3127	150971	138615
3128	151025	138572
3129	151067	138518
3130	151110	138465
3131	151157	138416
3132	151204	138366
3133	151250	138316
3134	151301	138270
3135	151344	138217
3136	151396	138172
3137	151452	138131
3138	151500	138083
3139	151549	138035
3140	151603	137992
3141	151655	137948
3142	151701	137897
3143	151754	137853
3144	151803	137805
3145	151853	137758
3146	151905	137713
3147	151947	137659
3148	152002	137617
3149	152050	137569
3150	152101	137523
3151	152138	137465
3152	152182	137413
3153	152212	137348
3154	152253	137293
3155	152300	137243
3156	152354	137201
3157	152402	137152
3158	152453	137107
3159	152504	137061
3160	152562	137021
3161	152604	136967
3162	152649	136916
3163	152695	136866
3164	152755	136828
3165	152802	136778
3166	152851	136731
3167	152895	136679
3168	152947	136634
3169	152999	136589
3170	153048	136541
3171	153117	136512
3172	153176	136473
3173	153263	136459
3174	153316	136415
3175	153342	136346
3176	153397	136304
3177	153439	136250
3178	153494	136208
3179	153553	136170
3180	153596	136117
3181	153649	136073
3182	153701	136028
3183	153745	135976
3184	153800	135933
3185	153858	135893
3186	153914	135852
3187	153967	135808
3188	154021	135765
3189	154070	135717
3190	154129	135678
3191	154187	135638
3192	154236	135591
3193	154282	135540
3194	154338	135498
3195	154385	135449
3196	154440	135407
3197	154489	135359
3198	154535	135308
3199	154584	135261
3200	154640	135219
3201	154685	135168
3202	154744	135129
3203	154802	135090
3204	154852	135042
3205	154900	134994
3206	154951	134948
3207	154995	134895
3208	155040	134845
3209	155093	134800
3210	155137	134748
3211	155195	134708
3212	155239	134656
3213	155295	134614
3214	155349	134571
3215	155398	134524
3216	155443	134472
3217	155494	134426
