iter	RMSE
135	265.0940941
136	265.0627501
137	265.0135089
138	264.9715465
139	264.9230038
140	264.8658813
141	264.8253632
142	264.7949701
143	264.7511264
144	264.689453
145	264.6514068
146	264.5815157
147	264.543896
148	264.5065115
149	264.4407713
150	264.4117446
151	264.3611735
152	264.3156449
153	264.2697402
154	264.227397
155	264.1840071
156	264.1395839
157	264.0793965
158	264.0281037
159	263.9917466
160	263.9162733
161	263.8670927
162	263.8368116
163	263.8024594
164	263.7470411
165	263.6847811
166	263.658444
167	263.6067363
168	263.5530342
169	263.5235634
170	263.4679451
171	263.4252579
172	263.385604
173	263.3373065
174	263.2951075
175	263.2590684
176	263.2319643
177	263.2143725
178	263.1827507
179	263.1320785
180	263.0943133
181	263.0576201
182	263.030618
183	262.9952426
184	262.9633784
185	262.9320915
186	262.899976
187	262.8852348
188	262.8523407
189	262.8195727
190	262.7655491
191	262.7400352
192	262.7206208
193	262.6799797
194	262.6437159
195	262.5996853
196	262.5412157
197	262.4872305
198	262.4607784
199	262.4110347
200	262.3662639
201	262.3335456
202	262.2886047
203	262.2534121
204	262.225552
205	262.1966444
206	262.1461742
207	262.1216911
208	262.0916618
209	262.0618462
210	262.0095455
211	261.9810804
212	261.9534364
213	261.9248829
214	261.9041922
215	261.8795807
216	261.864907
217	261.8303693
218	261.7921156
219	261.7674399
220	261.7399005
221	261.7103519
222	261.6709543
223	261.6409566
224	261.6239803
225	261.5878102
226	261.5650163
227	261.5260866
228	261.4793121
229	261.4504146
230	261.4337661
231	261.4083347
232	261.3690064
233	261.341354
234	261.3241658
235	261.2864407
236	261.2508315
237	261.2262378
238	261.2021328
239	261.1669451
240	261.1322409
241	261.1004045
242	261.0815329
243	261.0549544
244	261.0194721
245	260.982648
246	260.9478037
247	260.9256219
248	260.892222
249	260.8629411
250	260.8394323
251	260.8138041
252	260.7929287
253	260.7786295
254	260.7473224
255	260.7157308
256	260.6875666
257	260.6596257
258	260.6410909
259	260.6266716
260	260.6085622
261	260.5938318
262	260.5733505
263	260.5562854
264	260.5367071
265	260.5061853
266	260.4932453
267	260.4721265
268	260.4359595
269	260.3995903
270	260.3698405
271	260.3327756
272	260.3008356
273	260.2791128
274	260.2550578
275	260.2115521
276	260.189323
277	260.1619622
278	260.1463772
279	260.1181418
280	260.1061847
281	260.0899085
282	260.0767218
283	260.0592996
284	260.0228137
285	260.0034241
286	259.9728828
287	259.9511247
288	259.9314601
289	259.9121601
290	259.8857275
291	259.8732664
292	259.8491629
293	259.825071
294	259.7928472
295	259.7772124
296	259.7551673
297	259.7398203
298	259.7026083
299	259.6841663
300	259.6625269
301	259.6475986
302	259.6263879
303	259.6075477
304	259.5967518
305	259.5828603
306	259.5550514
307	259.518319
308	259.4895835
309	259.4725437
310	259.4495099
311	259.4293333
312	259.418615
313	259.4010596
314	259.3805538
315	259.3544389
316	259.3378539
317	259.3119833
318	259.3012991
319	259.2795326
320	259.2633445
321	259.2434867
322	259.2195253
323	259.2055826
324	259.19594
325	259.1707747
326	259.1611797
327	259.1451092
328	259.1212743
329	259.1095523
330	259.0725126
331	259.0472119
332	259.0034285
333	258.9940824
334	258.9729442
335	258.9565345
336	258.9417758
337	258.922895
338	258.9078153
339	258.8868566
340	258.8660798
341	258.8532717
342	258.8257652
343	258.8008361
344	258.7814814
345	258.759898
346	258.7270108
347	258.6982426
348	258.6824828
349	258.6627418
350	258.6371592
351	258.6217174
352	258.5994772
353	258.5721165
354	258.5546439
355	258.5297246
356	258.5121978
357	258.4884966
358	258.4584954
359	258.4450835
360	258.4291917
361	258.4153985
362	258.396101
363	258.3691812
364	258.3550321
365	258.3216711
366	258.3044617
367	258.2862071
368	258.2652732
369	258.2439424
370	258.2208465
371	258.2077144
372	258.188081
373	258.1660686
374	258.1376196
375	258.1107438
376	258.0871738
377	258.0561643
378	258.0415299
379	258.0248464
380	257.9921124
381	257.9832529
382	257.9664946
383	257.9558322
384	257.9452298
385	257.9136514
386	257.9006598
387	257.8878648
388	257.8589813
389	257.8397458
390	257.8161509
391	257.7868109
392	257.7631496
393	257.7487425
394	257.7183587
395	257.6963273
396	257.6881482
397	257.6730265
398	257.6494918
399	257.6275736
400	257.6164622
401	257.5959996
402	257.5771242
403	257.5614671
404	257.5338866
405	257.5262693
406	257.5141242
407	257.5042055
408	257.4848554
409	257.4717631
410	257.4584279
411	257.4380945
412	257.4146612
413	257.3908229
414	257.3762259
415	257.3592364
416	257.3532067
417	257.3377585
418	257.31297
419	257.2989035
420	257.2874993
421	257.2618406
422	257.2483164
423	257.2297781
424	257.2164188
425	257.205715
426	257.1895622
427	257.1774046
428	257.1616081
429	257.1413523
430	257.1172131
431	257.0965246
432	257.0901717
433	257.0754009
434	257.0593727
435	257.0319103
436	257.0197184
437	256.9963035
438	256.9791573
439	256.9666112
440	256.9441827
441	256.9244339
442	256.9006333
443	256.8955916
444	256.8760461
445	256.8562983
446	256.8418345
447	256.8251403
448	256.8124261
449	256.7956545
450	256.7852008
451	256.7716671
452	256.7568577
453	256.7384504
454	256.7163077
455	256.7043898
456	256.6935244
457	256.6738831
458	256.6550716
459	256.6413703
460	256.6278705
461	256.6116622
462	256.5999336
463	256.5802284
464	256.5604868
465	256.5397458
466	256.5288413
467	256.5196915
468	256.5045001
469	256.4923673
470	256.4692858
471	256.4438878
472	256.4360252
473	256.4201111
474	256.4016837
475	256.3947101
476	256.3703956
477	256.3491327
478	256.3327234
479	256.3209515
480	256.3076823
481	256.2962848
482	256.2721281
483	256.258196
484	256.2389786
485	256.2301356
486	256.2074198
487	256.1963807
488	256.181691
489	256.1685652
490	256.1569853
491	256.1403619
492	256.1289906
493	256.1123877
494	256.0936687
495	256.0824085
496	256.0715026
497	256.0507005
498	256.0392764
499	256.0229832
500	256.0164365
501	256.0062984
502	255.9962125
503	255.9826351
504	255.965931
505	255.9514702
506	255.9422123
507	255.9331086
508	255.9228457
509	255.9108235
510	255.8905509
511	255.8753557
512	255.8558266
513	255.8367759
514	255.8146247
515	255.8019921
516	255.7900805
517	255.7763706
518	255.7573032
519	255.7405437
520	255.722744
521	255.7143548
522	255.6991955
523	255.6886263
524	255.6763742
525	255.6686295
526	255.6592178
527	255.639465
528	255.6166177
529	255.6018707
530	255.5900216
531	255.5763177
532	255.5649762
533	255.5525079
534	255.5431862
535	255.5333564
536	255.5227671
537	255.5071166
538	255.4962197
539	255.476906
540	255.4638334
541	255.4443386
542	255.4333323
543	255.4218481
544	255.4121836
545	255.400295
546	255.3931685
547	255.3738663
548	255.3566932
549	255.3436553
550	255.3224154
551	255.3082999
552	255.2935267
553	255.2811183
554	255.2713208
555	255.2582334
556	255.2475492
557	255.2336307
558	255.2195923
559	255.2095593
560	255.2006557
561	255.1953351
562	255.187096
563	255.1735052
564	255.1603552
565	255.1511735
566	255.1315171
567	255.1185833
568	255.1064119
569	255.0817506
570	255.0685941
571	255.0574351
572	255.0455038
573	255.0332062
574	255.0216841
575	255.0034318
576	254.993058
577	254.9801429
578	254.9731437
579	254.9578174
580	254.9444559
581	254.9334339
582	254.9160821
583	254.9067001
584	254.8962404
585	254.8847142
586	254.8754698
587	254.865195
588	254.8492403
589	254.8340835
590	254.8260839
591	254.814518
592	254.8076013
593	254.7949784
594	254.7848625
595	254.7697847
596	254.7592022
597	254.7519566
598	254.7259969
599	254.7153399
600	254.7044354
601	254.6940307
602	254.6841995
603	254.6759015
604	254.6691293
605	254.6598289
606	254.6461326
607	254.6357869
608	254.625066
609	254.6134509
610	254.5987708
611	254.5841808
612	254.573224
613	254.5636128
614	254.5539427
615	254.5414515
616	254.5320331
617	254.5202668
618	254.506552
619	254.4973665
620	254.4839112
621	254.4767475
622	254.468868
623	254.4589035
624	254.4493677
625	254.4388002
626	254.4328534
627	254.4215397
628	254.4115912
629	254.3951117
630	254.3862882
631	254.3785946
632	254.3676157
633	254.3585894
634	254.3490637
635	254.3414195
636	254.3328245
637	254.3231768
638	254.3148549
639	254.306729
640	254.2963444
641	254.2812507
642	254.2721176
643	254.2642223
644	254.2527151
645	254.2444361
646	254.2334089
647	254.2204181
648	254.2069626
649	254.2004593
650	254.1905389
651	254.1762366
652	254.1693789
653	254.1619155
654	254.151268
655	254.1430956
656	254.1305287
657	254.1236949
658	254.1165381
659	254.1092936
660	254.0969767
661	254.0890608
662	254.0721612
663	254.0621624
664	254.0482714
665	254.035268
666	254.0242502
667	254.0116035
668	254.0046365
669	253.9927848
670	253.9872389
671	253.9787066
672	253.9742681
673	253.9632296
674	253.9503714
675	253.9388705
676	253.9317615
677	253.9213559
678	253.9144393
679	253.9076617
680	253.9004616
681	253.8906222
682	253.8785097
683	253.871269
684	253.8589405
685	253.8498215
686	253.8382462
687	253.8300536
688	253.8176435
689	253.8108919
690	253.7976089
691	253.7881293
692	253.7812708
693	253.7746033
694	253.7628563
695	253.7575114
696	253.7477049
697	253.7383512
698	253.7272493
699	253.717285
700	253.7047503
701	253.6948338
702	253.6803793
703	253.6660444
704	253.6611854
705	253.6516533
706	253.6404982
707	253.6338399
708	253.6272922
709	253.6236148
710	253.6099616
711	253.6016584
712	253.5910359
713	253.5839888
714	253.5807807
715	253.5767552
716	253.570373
717	253.563715
718	253.5600654
719	253.549786
720	253.54322
721	253.5317506
722	253.525691
723	253.521225
724	253.5183905
725	253.5151117
726	253.5063057
727	253.4957213
728	253.4856267
729	253.4741305
730	253.4659995
731	253.4558417
732	253.448747
733	253.4380586
734	253.4242262
735	253.4159065
736	253.4063123
737	253.3964984
738	253.3867556
739	253.3772955
740	253.3649445
741	253.3570957
742	253.3427365
743	253.3376226
744	253.3316201
745	253.3226572
746	253.3133073
747	253.310498
748	253.3003187
749	253.2904268
750	253.2843197
751	253.2798551
752	253.273842
753	253.2612734
754	253.2474101
755	253.2359655
756	253.2272911
757	253.2253333
758	253.2189395
759	253.209054
760	253.2056471
761	253.1963336
762	253.1935226
763	253.1844166
764	253.1762836
765	253.1716271
766	253.1614024
767	253.1513639
768	253.1446733
769	253.1418077
770	253.1366165
771	253.126097
772	253.1178326
773	253.1121415
774	253.1011631
775	253.0909375
776	253.0836609
777	253.08223
778	253.0716727
779	253.0677115
780	253.0564782
781	253.0511019
782	253.0415255
783	253.0365058
784	253.0293365
785	253.0240173
786	253.0137954
787	253.0017289
788	252.9991826
789	252.9893874
790	252.9782379
791	252.9691627
792	252.9587617
793	252.9501951
794	252.9443418
795	252.935249
796	252.9170252
797	252.9078944
798	252.9031184
799	252.9015346
800	252.8928372
801	252.8868273
802	252.8814765
803	252.8756131
804	252.8650159
805	252.8635313
806	252.850764
807	252.8405598
808	252.8251626
809	252.8152125
810	252.8030841
811	252.7981017
812	252.793492
813	252.7847904
814	252.7801176
815	252.7728458
816	252.7607272
817	252.7527275
818	252.7432995
819	252.7298892
820	252.7268563
821	252.7163568
822	252.7082589
823	252.7049501
824	252.6937005
825	252.682356
826	252.6703397
827	252.6611077
828	252.6586934
829	252.652356
830	252.6397157
831	252.6264278
832	252.6179798
833	252.6102217
834	252.599082
835	252.5936946
836	252.5880795
837	252.5804397
838	252.5710258
839	252.557748
840	252.5505606
841	252.5347691
842	252.5246059
843	252.5215323
844	252.5172584
845	252.5132352
846	252.5060024
847	252.5029143
848	252.4973244
849	252.4886882
850	252.4775161
851	252.4702618
852	252.4598824
853	252.4502562
854	252.4416471
855	252.4285323
856	252.4165352
857	252.4080935
858	252.4066942
859	252.3997151
860	252.3909881
861	252.38285
862	252.3810306
863	252.3765258
864	252.3752245
865	252.368362
866	252.3548564
867	252.3498451
868	252.3442834
869	252.337771
870	252.3290764
871	252.3238162
872	252.3181325
873	252.3106994
874	252.3084303
875	252.2963247
876	252.290927
877	252.2840376
878	252.274067
879	252.2709476
880	252.2641117
881	252.254039
882	252.2456343
883	252.2373611
884	252.2299198
885	252.2216999
886	252.2170158
887	252.2094488
888	252.2030167
889	252.1945538
890	252.1872762
891	252.1723806
892	252.1675104
893	252.1585071
894	252.1568537
895	252.1524679
896	252.1466959
897	252.1417745
898	252.1372861
899	252.1357406
900	252.1273695
901	252.1200177
902	252.1146601
903	252.110372
904	252.1020988
905	252.0961035
906	252.0888667
907	252.0795533
908	252.0725143
909	252.0668383
910	252.0601634
911	252.0505482
912	252.0419205
913	252.0367154
914	252.0318693
915	252.0277002
916	252.0215693
917	252.0157971
918	252.0096531
919	252.0013922
920	251.9914945
921	251.9878604
922	251.9854189
923	251.9764111
924	251.9699896
925	251.961889
926	251.9517215
927	251.9471775
928	251.937884
929	251.9334259
930	251.928268
931	251.9224732
932	251.9158813
933	251.9118282
934	251.9022549
935	251.8939667
936	251.886784
937	251.8790422
938	251.8750993
939	251.8701179
940	251.8636846
941	251.8581835
942	251.856492
943	251.8491879
944	251.8413658
945	251.834522
946	251.8263005
947	251.8215734
948	251.8152213
949	251.8077938
950	251.8002582
951	251.7938663
952	251.7895502
953	251.7825634
954	251.7760314
955	251.7739831
956	251.7656413
957	251.7531001
958	251.7460946
959	251.7376348
960	251.7339872
961	251.7330317
962	251.7277397
963	251.7255258
964	251.7192685
965	251.7099454
966	251.6998962
967	251.6936468
968	251.6888057
969	251.6844183
970	251.6726939
971	251.6680205
972	251.6584701
973	251.6513397
974	251.6432254
975	251.6368466
976	251.6296853
977	251.6252034
978	251.6166517
979	251.6071311
980	251.5964223
981	251.5899623
982	251.5832395
983	251.5753019
984	251.5720871
985	251.5651852
986	251.556336
987	251.5478546
988	251.5405342
989	251.5360764
990	251.5262
991	251.522058
992	251.5156094
993	251.5117165
994	251.5076654
995	251.49447
996	251.4911498
997	251.4874851
998	251.4793278
999	251.4744044
1000	251.4701601
1001	251.4641345
1002	251.4581521
1003	251.4530023
1004	251.4456368
1005	251.4446148
1006	251.4431338
1007	251.4378293
1008	251.4312981
1009	251.4193857
1010	251.4125047
1011	251.4090807
1012	251.4017199
1013	251.3954416
1014	251.3882867
1015	251.3797544
1016	251.3756129
1017	251.3714028
1018	251.3616982
1019	251.3494498
1020	251.3428821
1021	251.3404282
1022	251.3290373
1023	251.3261057
1024	251.3220174
1025	251.3176688
1026	251.3045912
1027	251.2981346
1028	251.292585
1029	251.2846374
1030	251.2778353
1031	251.2671558
1032	251.2594425
1033	251.2528962
1034	251.248365
1035	251.2411312
1036	251.2373249
1037	251.2298499
1038	251.2231386
1039	251.2201477
1040	251.2162028
1041	251.2102423
1042	251.2003854
1043	251.1933226
1044	251.1876272
1045	251.1810261
1046	251.1748953
1047	251.1701756
1048	251.1656661
1049	251.162088
1050	251.1561901
1051	251.1486333
1052	251.1429345
1053	251.1320868
1054	251.1249469
1055	251.1209494
1056	251.1112054
1057	251.1080182
1058	251.0986209
1059	251.0943759
1060	251.0861276
1061	251.0802399
1062	251.0763029
1063	251.0689787
1064	251.0633466
1065	251.0598924
1066	251.0510153
1067	251.0442245
1068	251.0409767
1069	251.034564
1070	251.0278011
1071	251.0236378
1072	251.018202
1073	251.016066
1074	251.0136031
1075	251.0091371
1076	251.0003099
1077	250.9929523
1078	250.9869792
1079	250.9779271
1080	250.9713494
1081	250.9674611
1082	250.963027
1083	250.9561535
1084	250.9484329
1085	250.9431574
1086	250.9331178
1087	250.9258367
1088	250.9179744
1089	250.9144273
1090	250.9138299
1091	250.909951
1092	250.9029535
1093	250.8931708
1094	250.8832328
1095	250.8778473
1096	250.8769897
1097	250.8717954
1098	250.8686962
1099	250.8664058
1100	250.8607214
1101	250.8599105
1102	250.8566103
1103	250.8554796
1104	250.8524086
1105	250.8458646
1106	250.8382853
1107	250.8351078
1108	250.8318904
1109	250.8313225
1110	250.830071
1111	250.8228345
1112	250.8168222
1113	250.8111988
1114	250.8040188
1115	250.7971632
1116	250.7912922
1117	250.7862272
1118	250.7801165
1119	250.7730939
1120	250.7692963
1121	250.7613605
1122	250.7606285
1123	250.7565357
1124	250.7541144
1125	250.7498563
1126	250.7431926
1127	250.7372099
1128	250.7326805
1129	250.72659
1130	250.7225536
1131	250.7164795
1132	250.7081065
1133	250.7023752
1134	250.6965842
1135	250.6920572
1136	250.6884391
1137	250.685088
1138	250.6811765
1139	250.6775097
1140	250.6696822
1141	250.6621661
1142	250.6582647
1143	250.6556737
1144	250.6549955
1145	250.6494051
1146	250.6469037
1147	250.6441171
1148	250.635608
1149	250.6291698
1150	250.6252816
1151	250.6222879
1152	250.6168149
1153	250.6115023
1154	250.6079176
1155	250.600996
1156	250.5973883
1157	250.5902805
1158	250.5867648
1159	250.5791805
1160	250.5727003
1161	250.5684884
1162	250.5651923
1163	250.5578929
1164	250.5513452
1165	250.5446851
1166	250.5363203
1167	250.532322
1168	250.5286867
1169	250.5268516
1170	250.521079
1171	250.5148362
1172	250.51005
1173	250.5067665
1174	250.5003657
1175	250.4948088
1176	250.4939218
1177	250.4916187
1178	250.4866125
1179	250.4824971
1180	250.4805331
1181	250.4738085
1182	250.4701643
1183	250.4626827
1184	250.456847
1185	250.4513454
1186	250.4458711
1187	250.4389353
1188	250.4346508
1189	250.4290286
1190	250.4258306
1191	250.4182919
1192	250.4138258
1193	250.4060949
1194	250.4014385
1195	250.3992374
1196	250.3925236
1197	250.3868503
1198	250.3827949
1199	250.3773187
1200	250.3703688
1201	250.3658785
1202	250.3611657
1203	250.3573522
1204	250.3508863
1205	250.3463528
1206	250.3422393
1207	250.335838
1208	250.3315748
1209	250.3243612
1210	250.3177155
1211	250.3166459
1212	250.3081729
1213	250.2996625
1214	250.2904274
1215	250.2897602
1216	250.2830745
1217	250.2780795
1218	250.2728298
1219	250.2630279
1220	250.2593415
1221	250.2559568
1222	250.2519331
1223	250.2514745
1224	250.2437073
1225	250.2359852
1226	250.2310468
1227	250.2301364
1228	250.2254671
1229	250.2174301
1230	250.2092884
1231	250.2073811
1232	250.2033352
1233	250.1986757
1234	250.193155
1235	250.1872134
1236	250.1794622
1237	250.1739714
1238	250.1690989
1239	250.168582
1240	250.1655204
1241	250.1618147
1242	250.1581162
1243	250.153629
1244	250.1525818
1245	250.1473193
1246	250.1428311
1247	250.141143
1248	250.1405615
1249	250.1378519
1250	250.1322373
1251	250.1268866
1252	250.1180231
1253	250.1155931
1254	250.1106707
1255	250.1070743
1256	250.1064016
1257	250.1007296
1258	250.096761
1259	250.0962174
1260	250.0936725
1261	250.0889976
1262	250.0828787
1263	250.0794294
1264	250.0748907
1265	250.0714739
1266	250.0664703
1267	250.06068
1268	250.0555354
1269	250.0522608
1270	250.0476765
1271	250.0464194
1272	250.0431181
1273	250.0375972
1274	250.0319275
1275	250.0255849
1276	250.0211678
1277	250.0175513
1278	250.0121032
1279	250.0057663
1280	250.0009354
1281	249.9965461
1282	249.9920201
1283	249.9900443
1284	249.9830602
1285	249.97608
1286	249.9721721
1287	249.9701274
1288	249.9692239
1289	249.9687674
1290	249.9677074
1291	249.9645861
1292	249.9602901
1293	249.95494
1294	249.9502699
1295	249.9467299
1296	249.9413363
1297	249.9356054
1298	249.9283483
1299	249.9251829
1300	249.9199232
1301	249.9136311
1302	249.9066273
1303	249.89537
1304	249.8908587
1305	249.8844137
1306	249.8817
1307	249.8769301
1308	249.8738003
1309	249.8689672
1310	249.8622555
1311	249.8614772
1312	249.858313
1313	249.8574419
1314	249.8529741
1315	249.8502501
1316	249.8460323
1317	249.8409003
1318	249.8355093
1319	249.8331883
1320	249.8297223
1321	249.8252631
1322	249.824662
1323	249.8195988
1324	249.8151176
1325	249.8092023
1326	249.8064254
1327	249.8053664
1328	249.8022264
1329	249.7994476
1330	249.7939432
1331	249.7908751
1332	249.7864525
1333	249.7828748
1334	249.7808522
1335	249.7743156
1336	249.7708292
1337	249.7677601
1338	249.7665578
1339	249.76138
1340	249.7579756
1341	249.7520166
1342	249.7481161
1343	249.7419324
1344	249.7390617
1345	249.7370788
1346	249.7323403
1347	249.7292595
1348	249.7251855
1349	249.7204252
1350	249.7173929
1351	249.7118657
1352	249.7089313
1353	249.7070492
1354	249.7030634
1355	249.6981696
1356	249.6922541
1357	249.6880262
1358	249.6873972
1359	249.6847583
1360	249.6797699
1361	249.6764432
1362	249.6711015
1363	249.665389
1364	249.6589929
1365	249.656677
1366	249.6484125
1367	249.6439572
1368	249.6389482
1369	249.6384079
1370	249.635344
1371	249.6307802
1372	249.6246873
1373	249.6242417
1374	249.622468
1375	249.6217702
1376	249.6177647
1377	249.6140013
1378	249.6099219
1379	249.6043335
1380	249.6006061
1381	249.5996048
1382	249.5959029
1383	249.5916024
1384	249.5848109
1385	249.5817169
1386	249.5783828
1387	249.5737911
1388	249.5717532
1389	249.5692401
1390	249.5628633
1391	249.5600425
1392	249.5586265
1393	249.5561648
1394	249.5498958
1395	249.5490077
1396	249.5445073
1397	249.5441367
1398	249.54125
1399	249.5406798
1400	249.5365839
1401	249.5362357
1402	249.5334035
1403	249.5276543
1404	249.5224646
1405	249.5215224
1406	249.5154833
1407	249.5144489
1408	249.5107299
1409	249.5072391
1410	249.5042669
1411	249.498702
1412	249.4974231
1413	249.4964216
1414	249.4921717
1415	249.4885341
1416	249.4834924
1417	249.4823703
1418	249.4818604
1419	249.4815187
1420	249.476113
1421	249.4726331
1422	249.469248
1423	249.4641012
1424	249.458475
1425	249.4519506
1426	249.4465785
1427	249.4425898
1428	249.4398616
1429	249.4295944
1430	249.4237987
1431	249.4227854
1432	249.4209985
1433	249.4143167
1434	249.411205
1435	249.4057598
1436	249.4035485
1437	249.3972149
1438	249.3939651
1439	249.3918828
1440	249.3900351
1441	249.3850003
1442	249.3826861
1443	249.3769772
1444	249.3729701
1445	249.3717956
1446	249.3686129
1447	249.3621428
1448	249.35692
1449	249.3538221
1450	249.3495513
1451	249.3456829
1452	249.3407022
1453	249.3361617
1454	249.3341946
1455	249.332788
1456	249.3325347
1457	249.3281893
1458	249.3249092
1459	249.3214718
1460	249.3188059
1461	249.3155256
1462	249.3103919
1463	249.3044743
1464	249.3017134
1465	249.2975727
1466	249.2960307
1467	249.2923486
1468	249.2882657
1469	249.2864424
1470	249.2837166
1471	249.2817745
1472	249.2778115
1473	249.2713828
1474	249.2688785
1475	249.2655478
1476	249.2633903
1477	249.2604664
1478	249.2582073
1479	249.2556484
1480	249.2548855
1481	249.2477899
1482	249.2421117
1483	249.2398864
1484	249.2364106
1485	249.2330976
1486	249.2316662
1487	249.230745
1488	249.2280629
1489	249.2252229
1490	249.2244886
1491	249.2200612
1492	249.2148824
1493	249.2113757
1494	249.2085416
1495	249.202617
1496	249.1990815
1497	249.1965921
1498	249.1929865
1499	249.1910774
1500	249.1880963
1501	249.1843672
1502	249.1818461
1503	249.1792911
1504	249.1756102
1505	249.1727032
1506	249.1688021
1507	249.1666567
1508	249.1623514
1509	249.1586998
1510	249.1569642
1511	249.1529253
1512	249.1501519
1513	249.147841
1514	249.146643
1515	249.1428685
1516	249.1388692
1517	249.1363455
1518	249.1339241
1519	249.1322939
1520	249.1303895
1521	249.1251644
1522	249.1212844
1523	249.1197025
1524	249.1190009
1525	249.1160973
1526	249.111989
1527	249.1093789
1528	249.1042619
1529	249.1015137
1530	249.0994433
1531	249.0908069
1532	249.0877447
1533	249.0840275
1534	249.0805071
1535	249.0767451
1536	249.0732602
1537	249.071271
1538	249.0672556
1539	249.0644802
1540	249.0623025
1541	249.0599989
1542	249.0534829
1543	249.050343
1544	249.0468811
1545	249.0438146
1546	249.0405564
1547	249.0401487
1548	249.0359379
1549	249.0313069
1550	249.0287763
1551	249.025713
1552	249.0209394
1553	249.0179363
1554	249.0168483
1555	249.0151513
1556	249.0124274
1557	249.0100062
1558	249.0061298
1559	249.0039396
1560	248.9997908
1561	248.9952896
1562	248.9913896
1563	248.988271
1564	248.9865445
1565	248.986037
1566	248.9809638
1567	248.9779286
1568	248.9757175
1569	248.9718684
1570	248.9670277
1571	248.9642289
1572	248.9591701
1573	248.9528667
1574	248.9516082
1575	248.9469491
1576	248.9445666
1577	248.9413741
1578	248.936905
1579	248.9340778
1580	248.9324897
1581	248.9300056
1582	248.927326
1583	248.9226939
1584	248.9206874
1585	248.9178649
1586	248.9143303
1587	248.9107565
1588	248.9061593
1589	248.9018455
1590	248.8990111
1591	248.895327
1592	248.8927124
1593	248.8899275
1594	248.8891794
1595	248.8891485
1596	248.8861672
1597	248.8826801
1598	248.8819154
1599	248.8814268
1600	248.8767037
1601	248.8729495
1602	248.8700684
1603	248.8700276
1604	248.869179
1605	248.8637746
1606	248.8622931
1607	248.8577557
1608	248.8545518
1609	248.8518802
1610	248.8504593
1611	248.8449718
1612	248.841846
1613	248.8414753
1614	248.8384002
1615	248.8303314
1616	248.8277704
1617	248.8240347
1618	248.8225183
1619	248.8209879
1620	248.8177866
1621	248.8125273
1622	248.810218
1623	248.8067605
1624	248.8041952
1625	248.803372
1626	248.8004128
1627	248.7996167
1628	248.7992292
1629	248.7938115
1630	248.7929959
1631	248.7896499
1632	248.7882815
1633	248.7857665
1634	248.7845118
1635	248.7839315
1636	248.7793373
1637	248.7764504
1638	248.7717942
1639	248.7704069
1640	248.7686433
1641	248.7652884
1642	248.7645228
1643	248.7630766
1644	248.7607136
1645	248.7574144
1646	248.7523714
1647	248.7481405
1648	248.7467151
1649	248.7434282
1650	248.7386213
1651	248.7344621
1652	248.731814
1653	248.7278
1654	248.7273353
1655	248.7272054
1656	248.7247934
1657	248.7209679
1658	248.7202207
1659	248.7182204
1660	248.7161153
1661	248.7128961
1662	248.711893
1663	248.7087685
1664	248.7052413
1665	248.7001546
1666	248.6958137
1667	248.6942032
1668	248.6896638
1669	248.6855661
1670	248.6831102
1671	248.681228
1672	248.6794903
1673	248.6752925
1674	248.6700975
1675	248.6673366
1676	248.6622307
1677	248.6593971
1678	248.6527148
1679	248.6502972
1680	248.6469661
1681	248.6439483
